Title,Type,BodyPart,Equipment,Level,BodyPartPic,ExercisePic
Stiff Leg Barbell Good Morning,Strength,Lower Back,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Reverse Band Deadlift,Powerlifting,Lower Back,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Paul Carter Romanian Deadlift,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
TBS Good Morning,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
TBS Romanian Deadlift,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Barbell deadlift-,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Deadlift - Gethin Variation,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Barbell good morning,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
UP Conventional Deadlift,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
30 Day Back Barbell Rack Pull,Strength,Lower Back,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
FYR Sumo Deadlift High Pull,Strength,Lower Back,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Kettlebell deadlift,Strength,Lower Back,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Kettlebell Swing,Strength,Lower Back,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
KV Romanian Deadlift with Kettlebell,Strength,Lower Back,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
FYR2 Kettlebell Good Morning,Strength,Lower Back,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
FYR2 Kettlebell Romanian Deadlift,Strength,Lower Back,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
FYR2 Kettlebell Staggered-Stance Deadlift,Strength,Lower Back,Kettlebells,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Dumbbell Fix Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Dumbbell skier,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
TBS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Stiff-Legged Dumbbell Deadlift - Gethin Variation,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
UNS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Slow Deadlift,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Deadlift to Overhead Press,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Staggered-Stance Deadlift,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Deadlift to Front Raise,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Deadlift to Chest Press,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Deadlift to Squat Thrust,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Deadlift to Biceps Curl,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Dumbbell kickstand deadlift,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Single-leg stiff-legged deadlift to row,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
FYR2 Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Strength,Lower Back,Dumbbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Atlas Stones,Strongman,Lower Back,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Axle Deadlift,Strongman,Lower Back,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Atlas Stone Trainer,Strongman,Lower Back,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Partner Flat-Bench Back Extension,Strength,Lower Back,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Keg Load,Strongman,Lower Back,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Partner bench back extension,Strength,Lower Back,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Rack Pull - Gethin Variation,Strength,Lower Back,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Hex Bar Deadlift - Gethin Variation,Strength,Lower Back,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Holman Deadlift,Strength,Lower Back,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
ACFT Low-handle trap bar deadlift,Strength,Lower Back,Other,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Neutral-grip lat pull-down,Strength,Lower Back,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Seated cable deadlift,Strength,Lower Back,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Cable stiff-legged deadlift,Strength,Lower Back,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Single-leg cable stiff-legged deadlift,Strength,Lower Back,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
UNS Banded Dumbbell Romanian Deadlift,Strength,Lower Back,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Seated Back Extension,Strength,Lower Back,Machine,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Back extension,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Hyperextensions With No Hyperextension Bench,Strength,Lower Back,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Superman,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Hug A Ball,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Child's pose,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Pelvic Tilt Into Bridge,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Hug Knees To Chest,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Pyramid,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Partner Superman with alternating high-five,Strength,Lower Back,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Yoga plex,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
TBS Back Extension,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Lower Back Stretch - Yates Variation,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Hyperextension - Gethin Variation,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Back Extension - Gethin Variation,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Banana Stretch,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM T-Spine Stretch on Wall,Stretching,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Child's Pose,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Cobra,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Cobra With Arm Retraction,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Dive-Bomber,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Downward-Facing Dog Pose,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Downward Dog To Left Leg Extension To Warrior Pose,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Downward Dog To Right Leg Extension To Warrior Pose,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Spine Twist,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Good Morning,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Rag Doll,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
HM Upward-Facing Dog Pose,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Superman-,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Weighted back extension,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
MetaBurn Alternating Superman,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
MetaBurn Swimmer,Strength,Lower Back,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Dancer's Stretch,Stretching,Lower Back,None,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Cat Stretch,Stretching,Lower Back,None,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Crossover Reverse Lunge,Stretching,Lower Back,None,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Standing Pelvic Tilt,Stretching,Lower Back,None,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Exercise ball weighted hyperextension,Strength,Lower Back,Exercise Ball,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Exercise ball rear delt fly,Strength,Lower Back,Exercise Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Lying rear delt Y,Strength,Lower Back,Exercise Ball,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-4.gif,
Lying Face Down Plate Neck Resistance,Strength,Neck,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Lying Face Up Plate Neck Resistance,Strength,Neck,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Seated Head Harness Neck Resistance,Strength,Neck,Other,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Isometric Neck Exercise - Sides,Strength,Neck,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Isometric Neck Exercise - Front And Back,Strength,Neck,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Neck Bridge Prone,Strength,Neck,Body Only,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Side Neck Stretch,Stretching,Neck,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Neck-SMR,Stretching,Neck,Body Only,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-6.gif,
Single-leg depth squat,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Squats - With Bands,Strength,Quadriceps,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Hip Flexion with Band,Strength,Quadriceps,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Forward Band Walk,Strength,Quadriceps,Bands,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Boss Everline Resistance-Band Pull Sprint,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Banded jump squat,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Speed Box Squat,Powerlifting,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
HM Banded Squat Toe Tap,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
UP Band Abducted Squat,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Lateral Band Walk,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
FYR2 Banded Squat Hold-Pulse-Jump Complex,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Band split squat,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Band front squat,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Squat hold with band pull-apart,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Banded squat toe tap,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Band overhead squat,Strength,Quadriceps,Bands,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Quadriceps SMR,Stretching,Quadriceps,Foam Roll,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Clean from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Full Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell back squat to box,Powerlifting,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Push-press,Olympic Weightlifting,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Power snatch-,Olympic Weightlifting,Quadriceps,Barbell,Expert,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Hang Clean,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell walking lunge,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Olympic Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Narrow-stance squat,Strength,Quadriceps,Barbell,Expert,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Box Squat with Bands,Powerlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Weighted Jump Squat,Strength,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Squat with Chains,Powerlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell front squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell forward lunge,Strength,Quadriceps,Barbell,Expert,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Smith machine box squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell step-up,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Bulgarian split squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Hang Clean - Below the Knees,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell hack squat,Strength,Quadriceps,Barbell,Expert,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Hack Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell thruster,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Split Jerk,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Push-jerk,Olympic Weightlifting,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell back squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Zercher squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Jefferson Squats,Strength,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Jerk Dip Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell side split squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Frankenstein Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell speed squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Single-arm side deadlift,Strength,Quadriceps,Barbell,Expert,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Clean Pull,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Front Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell reverse lunge,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Split Clean,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Close-stance dumbbell front squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Front Squat (Clean Grip),Strength,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell front squat to back squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Squat Jerk,Strength,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Front-To-Back Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Box Squat with Chains,Strength,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Snatch from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Power Snatch from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Front Squat (Bodybuilder),Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell step-down reverse lunge,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Squat with Bands,Powerlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Heaving Snatch Balance,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Snatch Balance,Olympic Weightlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Reverse Band Power Squat,Powerlifting,Quadriceps,Barbell,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Paul Carter Back Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Paul Carter Barbell Split Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
TBS High-Bar Back Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
TBS Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Front-To-Back Barbell Squat,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Lunge - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Rack Deadlift - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
Barbell Good Morning - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-7.gif,
