Title,Type,BodyPart,Equipment,Level,BodyPartPic,ExercisePic
30 Chest 30-Degree Incline Smith Machine Press,Strength,Chest,Machine,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Low-cable cross-over,Strength,Chest,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Incline cable chest fly,Strength,Chest,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Cable Crossover,Strength,Chest,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Incline cable chest press,Strength,Chest,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Cable Chest Press,Strength,Chest,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Single-arm cable cross-over,Strength,Chest,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Cable cross-over,Strength,Chest,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Standing Cable Chest Press,Strength,Chest,Cable,Beginner,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Lying cable chest fly,Strength,Chest,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
Paul Carter Cable Cross-Over,Strength,Chest,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
One-Arm Cable Crossover - Gethin Variation,Strength,Chest,Cable,Intermediate,https://artifacts.bbcomcdn.com/@bbcom/exercises-app/2.1.2/img/guide-1.gif,
